ISIN,Instrument Name,Industry,Security Code,Security Id,Status,Group,Face Value,Instrument
INE804I07T60,ECL Finance Ltd,,953930,ECLG7D601D,Active,F,100000,Debentures and Bonds
INE013A07X85,Reliance Capital Ltd,,953931,RCL280416D,Suspended,F,100000,Debentures and Bonds
INE013A07X93,Reliance Capital Ltd,,953932,RCL280416E,Active,F,100000,Debentures and Bonds
INE504L07066,Reliance Financial Ltd,,953933,RFL040516,Active,F,100000,Debentures and Bonds
INE523H07387,JM FINANCIAL PRODUCTS Ltd,,953934,0JMFPL19C,Active,F,1000000,Debentures and Bonds
INE721A07KF8,Shriram Transport Finance Co Ltd,,953935,905STFCL21,Active,F,1000000,Debentures and Bonds
INE217K07760,Reliance Home Finance Ltd,,953936,RHFL29APR16,Delisted,F,500000,Debentures and Bonds
INE804I07U00,ECL Finance Ltd,,953937,ECLC9E601A,Active,F,100000,Debentures and Bonds
INE953L07321,Jana Small Finance Bank Ltd,,953938,125JSFBL19B,Active,F,1000000,Debentures and Bonds
INE651J07192,JM Financial Credit Solutions Ltd,,953939,950JMFCSL21,Active,F,1000000,Debentures and Bonds
INE651J07184,JM Financial Credit Solutions Ltd,,953940,0JMFCSL19C,Active,F,1000000,Debentures and Bonds
INE235P07290,L&T Infra Debt Fund Ltd,,953941,865LTIDFL21,Active,F,2500000,Debentures and Bonds
INE537P07174,India Infradebt Ltd,,953942,851IIL21,Active,F,1000000,Debentures and Bonds
INE537P07182,India Infradebt Ltd,,953943,851IIL26,Active,F,1000000,Debentures and Bonds
INE537P07190,India Infradebt Ltd,,953944,851IIL21D,Active,F,1000000,Debentures and Bonds
INE432R07125,Shriram Housing Finance Ltd,,953945,9SHFL23,Active,F,1000000,Debentures and Bonds
INE432R07117,Shriram Housing Finance Ltd,,953946,9SHFL23A,Active,F,1000000,Debentures and Bonds
INE883F07017,DHFL VysyaHousing Finance Ltd,,953947,940AHFL23,Active,F,1000000,Debentures and Bonds
INE883F07025,DHFL VysyaHousing Finance Ltd,,953948,940AHFL26,Active,F,1000000,Debentures and Bonds
INE235P07308,L&T Infra Debt Fund Ltd,,953949,867LTIDFL23,Active,F,2500000,Debentures and Bonds
INE235P07316,L&T Infra Debt Fund Ltd,,953950,867LTIDFL26,Active,F,2500000,Debentures and Bonds
INE658R08065,Aspire Home Finance Corporation Ltd,,953951,11AHFCL19,Active,F,1000000,Debentures and Bonds
INE804I07T94,ECL Finance Ltd,,953952,ECLC9E601B,Delisted,F,100000,Debentures and Bonds
INE804I07T78,ECL Finance Ltd,,953953,ECLC9E601C,Active,F,100000,Debentures and Bonds
INE804I07T86,ECL Finance Ltd,,953954,ECLC9E601D,Delisted,F,100000,Debentures and Bonds
INE804I07U42,ECL Finance Ltd,,953955,ECLL7E602A,Delisted,F,100000,Debentures and Bonds
INE804I07U59,ECL Finance Ltd,,953956,ECLL7E602B,Delisted,F,100000,Debentures and Bonds
INE001A07OX0,Housing Development Finance CorpLt,,953957,835HDFC26,Suspended,F,10000000,Debentures and Bonds
INE804I07U67,ECL Finance Ltd,,953958,ECLL7E602C,Delisted,F,100000,Debentures and Bonds
INE804I07U75,ECL Finance Ltd,,953959,ECLL7E602D,Active,F,100000,Debentures and Bonds
INE804I07U83,ECL Finance Ltd,,953960,ECLL7E602E,Delisted,F,100000,Debentures and Bonds
INE134E08IF8,Power Finance Corporation Ltd,,953961,795PFC19,Active,F,1000000,Debentures and Bonds
INE804I07U18,ECL Finance Ltd,,953962,ECLD9E601A,Active,F,100000,Debentures and Bonds
INE148I07EN4,INDIABULLS HOUSING FINANCE Ltd,,953963,9IHFL21,Active,F,1000000,Debentures and Bonds
INE804I07U26,ECL Finance Ltd,,953964,ECLD9E601C,Delisted,F,100000,Debentures and Bonds
INE148I07EO2,INDIABULLS HOUSING FINANCE Ltd,,953965,9IHFL26,Active,F,1000000,Debentures and Bonds
INE804I07U34,ECL Finance Ltd,,953966,ECLD9E601D,Delisted,F,100000,Debentures and Bonds
INE804I07U91,ECL Finance Ltd,,953967,ECLD9E601G,Delisted,F,100000,Debentures and Bonds
INE217K07778,Reliance Home Finance Ltd,,953968,881RHFL23A,Active,F,500000,Debentures and Bonds
INE504L07074,Reliance Financial Ltd,,953969,RFL10MAY16,Delisted,F,100000,Debentures and Bonds
INE013A07Y27,Reliance Capital Ltd,,953970,875RCL23A,Active,F,1000000,Debentures and Bonds
INE013A07Y35,Reliance Capital Ltd,,953971,875RCL19A,Active,F,1000000,Debentures and Bonds
INE013A07Y43,Reliance Capital Ltd,,953972,875RCL18,Delisted,F,1000000,Debentures and Bonds
INE006S07026,Cybercity Builders and Developers Pvt Ltd,,953973,18CBDPL20,Delisted,F,1000000,Debentures and Bonds
INE896L07330,IndoStar Capital Finance Ltd,,953974,995ISCFL18,Delisted,F,10000000,Debentures and Bonds
INE538L07304,Aadhar Housing Finance Ltd,,953975,950AHFL23,Active,F,1000000,Debentures and Bonds
INE896L07348,IndoStar Capital Finance Ltd,,953976,995ISCFL19,Active,F,10000000,Debentures and Bonds
INE691I07CZ1,L&T Infrastructure Finance Company Ltd,,953977,87LTIFCL19,Active,F,2500000,Debentures and Bonds
INE896L07355,IndoStar Capital Finance Ltd,,953978,10ISCFL19,Active,F,10000000,Debentures and Bonds
INE949L08350,AU Small Finance Bank Ltd,,953979,1005AUSFL19,Active,F,1000000,Debentures and Bonds
INE896L07363,IndoStar Capital Finance Ltd,,953980,10ISCFL19A,Active,F,10000000,Debentures and Bonds
INE949L08368,AU Small Finance Bank Ltd,,953981,1005AUSF19A,Active,F,1000000,Debentures and Bonds
INE896L07371,IndoStar Capital Finance Ltd,,953982,10ISCFL19B,Active,F,10000000,Debentures and Bonds
INE949L08376,AU Small Finance Bank Ltd,,953983,1005AUSF19B,Active,F,1000000,Debentures and Bonds
INE949L08384,AU Small Finance Bank Ltd,,953984,1005AUSFL20,Active,F,1000000,Debentures and Bonds
INE916DA7KU1,Kotak Mahindra Prime Ltd,,953985,84865KMPL18,Delisted,F,1000000,Debentures and Bonds
INE804I08684,ECL Finance Ltd,,953986,ECLD6E601A,Active,F,100000,Debentures and Bonds
INE261F08501,National Bank for Agriculture and Rural Development,,953987,829NABARD18,Delisted,F,1000000,Debentures and Bonds
INE001A07OY8,Housing Development Finance CorpLt,,953988,845HDFC26,Active,F,10000000,Debentures and Bonds
INE261F08519,National Bank for Agriculture and Rural Development,,953989,83NABARD18,Delisted,F,1000000,Debentures and Bonds
INE261F08527,National Bank for Agriculture and Rural Development,,953990,837NABARD20,Active,F,1000000,Debentures and Bonds
INE261F08535,National Bank for Agriculture and Rural Development,,953991,780NABARD18,Active,F,1000000,Debentures and Bonds
INE261F08543,National Bank for Agriculture and Rural Development,,953992,760NABARD18,Active,F,1000000,Debentures and Bonds
INE261F08550,National Bank for Agriculture and Rural Development,,953993,790NABARD18,Delisted,F,1000000,Debentures and Bonds
INE261F08568,National Bank for Agriculture and Rural Development,,953994,786NABARD18,Delisted,F,1000000,Debentures and Bonds
INE261F08576,National Bank for Agriculture and Rural Development,,953995,805NABARD19,Active,F,1000000,Debentures and Bonds
INE261F08584,National Bank for Agriculture and Rural Development,,953996,799NABARD19,Active,F,1000000,Debentures and Bonds
INE261F08592,National Bank for Agriculture and Rural Development,,953997,798NABARD19,Active,F,1000000,Debentures and Bonds
INE975F07EX5,Kotak Mahindra Investments Ltd,,953998,863KMIL18,Delisted,F,1000000,Debentures and Bonds
INE261F08600,National Bank for Agriculture and Rural Development,,953999,795NABARD19,Delisted,F,1000000,Debentures and Bonds
INE804I07V09,ECL Finance Ltd,,954000,960ECL26A,Active,F,1000000,Debentures and Bonds
INE538L07312,Aadhar Housing Finance Ltd,,954001,950AHFL17A,Delisted,F,1000000,Debentures and Bonds
INE538L07320,Aadhar Housing Finance Ltd,,954002,950AHFL17B,Delisted,F,1000000,Debentures and Bonds
INE277L07028,Fortis Healthcare Holdings Pvt Ltd,,954003,125FHHPL19,Active,F,10000,Debentures and Bonds
INE818F07013,KERALA FINANCIAL CORPORATION,,954004,890KFC23,Active,F,1000000,Debentures and Bonds
INE530L07160,Edelweiss Housing Finance Ltd,,954005,962EHF26,Active,F,1000000,Debentures and Bonds
INE931S07058,Adani Transmission Ltd,,954006,0ATL20,Delisted,F,1000000,Debentures and Bonds
INE931S07066,Adani Transmission Ltd,,954007,935ATL20A,Active,F,1000000,Debentures and Bonds
INE235P07340,L&T Infra Debt Fund Ltd,,954008,865LTIDF21,Active,F,2500000,Debentures and Bonds
INE670U07017,Shree Vardhman Infraheights Pvt Ltd,,954009,SVIPL22,Active,F,10000000,Debentures and Bonds
INE804I07V17,ECL Finance Ltd,,954010,ECLD9E603A,Active,F,100000,Debentures and Bonds
INE804I07V25,ECL Finance Ltd,,954011,ECLD9E603B,Delisted,F,100000,Debentures and Bonds
INE804I07V33,ECL Finance Ltd,,954012,ECLD9E603C,Delisted,F,100000,Debentures and Bonds
INE804I07V41,ECL Finance Ltd,,954013,ECLL7E603E,Delisted,F,100000,Debentures and Bonds
INE804I07V58,ECL Finance Ltd,,954014,ECLL7E603F,Active,F,100000,Debentures and Bonds
INE658R08073,Aspire Home Finance Corporation Ltd,,954015,11AHFCL19A,Active,F,1000000,Debentures and Bonds
INE658R07141,Aspire Home Finance Corporation Ltd,,954016,1070AHFCL19,Active,F,1000000,Debentures and Bonds
INE891K07267,Axis Finance Ltd,,954017,850AFL18,Delisted,F,1000000,Debentures and Bonds
INE953L07339,Jana Small Finance Bank Ltd,,954018,125JSFBL19,Active,F,10000,Debentures and Bonds
INE916DA7KV9,Kotak Mahindra Prime Ltd,,954019,85408KMPL17,Delisted,F,1000000,Debentures and Bonds
INE916DA7KW7,Kotak Mahindra Prime Ltd,,954020,85362KMPL17,Delisted,F,1000000,Debentures and Bonds
INE916DA7KX5,Kotak Mahindra Prime Ltd,,954021,85716KMPL18,Delisted,F,1000000,Debentures and Bonds
INE916DA7KY3,Kotak Mahindra Prime Ltd,,954022,85727KMPL18,Delisted,F,1000000,Debentures and Bonds
INE916DA7KZ0,Kotak Mahindra Prime Ltd,,954023,86KMPL18,Delisted,F,1000000,Debentures and Bonds
INE001A07OZ5,Housing Development Finance CorpLt,,954024,845HDFC19,Active,F,10000000,Debentures and Bonds
INE756I07910,HDB FINANCIAL SERVICES Ltd,,954025,863HDB19,Active,F,1000000,Debentures and Bonds
INE296A07LE2,Bajaj Finance Ltd,,954026,0BFL19A2,Active,F,1000000,Debentures and Bonds
INE296A07LF9,Bajaj Finance Ltd,,954027,862BFL21,Active,F,1000000,Debentures and Bonds
INE950O08063,Mahindra Rural Housing Finance Ltd,,954028,910MRHFL26A,Active,F,1000000,Debentures and Bonds
INE950O08071,Mahindra Rural Housing Finance Ltd,,954029,910MRHFL26P,Active,F,1000000,Debentures and Bonds
INE804I07W08,ECL Finance Ltd,,954030,ECLE9J603A,Active,F,100000,Debentures and Bonds
INE516Q07119,Asirvad Microfinance Ltd,,954031,125335AM21A,Active,F,1000000,Debentures and Bonds
INE651J07200,JM Financial Credit Solutions Ltd,,954032,95JMFCSL21A,Active,F,1000000,Debentures and Bonds
INE217K07786,Reliance Home Finance Ltd,,954033,895RHFL25,Active,F,500000,Debentures and Bonds
INE148I07EP9,INDIABULLS HOUSING FINANCE Ltd,,954034,9IHFL21A,Active,F,1000000,Debentures and Bonds
INE148I07EQ7,INDIABULLS HOUSING FINANCE Ltd,,954035,0IBHFL17,Delisted,F,1000000,Debentures and Bonds
INE814O07022,NeoGrowth Credit Pvt Ltd,,954036,1325NGCPL19,Active,F,1000,Debentures and Bonds
INE001A07PA5,Housing Development Finance CorpLt,,954037,0HDFC17,Delisted,F,10000000,Debentures and Bonds
INE110L07062,Reliance Jio Infocomm Ltd,,954038,810RJIL19,Active,F,1000000,Debentures and Bonds
INE733E07KB4,NTPC Ltd,,954039,810NTPC21,Active,F,1000000,Debentures and Bonds
INE733E07KC2,NTPC Ltd,,954040,810NTPC26,Active,F,1000000,Debentures and Bonds
INE733E07KD0,NTPC Ltd,,954041,810NTPC31,Active,F,1000000,Debentures and Bonds
INE138A07439,Peninsula Land Ltd,,954042,1206PLL18,Delisted,F,100000,Debentures and Bonds
INE138A07447,Peninsula Land Ltd,,954043,1237PLL18,Delisted,F,100000,Debentures and Bonds
INE138A07454,Peninsula Land Ltd,,954044,1275PLL18,Delisted,F,100000,Debentures and Bonds
INE138A07462,Peninsula Land Ltd,,954045,1228PLL19,Active,F,100000,Debentures and Bonds
INE138A07470,Peninsula Land Ltd,,954046,1260PLL19,Active,F,100000,Debentures and Bonds
INE138A07488,Peninsula Land Ltd,,954047,13PLL19,Active,F,100000,Debentures and Bonds
INE238A08393,AXIS Bank Ltd,,954048,85ABL26,Active,F,1000000,Debentures and Bonds
INE504L07082,Reliance Financial Ltd,,954049,RFL20MAY16,Suspended,F,100000,Debentures and Bonds
INE647O08040,Aditya Birla Fashion and Retail Ltd,,954050,0ABFRL19,Active,F,1000000,Debentures and Bonds
INE134E08IG6,Power Finance Corporation Ltd,,954051,804PFC20,Active,F,1000000,Debentures and Bonds
INE804I07V82,ECL Finance Ltd,,954052,961ECL26,Active,F,1000000,Debentures and Bonds
INE804I07V74,ECL Finance Ltd,,954053,ECLE9E601C,Delisted,F,100000,Debentures and Bonds
INE804I07V66,ECL Finance Ltd,,954054,ECLE9H601A,Active,F,100000,Debentures and Bonds
INE631U07019,Sintex-BAPL Ltd,,954055,936SBL26,Active,F,1000000,Debentures and Bonds
INE148I07ES3,INDIABULLS HOUSING FINANCE Ltd,,954056,9IBHFL26C,Active,F,1000000,Debentures and Bonds
INE148I07ER5,INDIABULLS HOUSING FINANCE Ltd,,954057,9IBHFL18D,Delisted,F,1000000,Debentures and Bonds
INE001A07PB3,Housing Development Finance CorpLt,,954058,844HDFC26,Suspended,F,10000000,Debentures and Bonds
INE538L07338,Aadhar Housing Finance Ltd,,954059,940AHFL21A,Active,F,1000000,Debentures and Bonds
INE097T07023,Omkar Realtors Projects Pvt Ltd,,954060,20ORPPL18,Delisted,F,100000,Debentures and Bonds
INE949L07451,AU Small Finance Bank Ltd,,954061,1005ASF20,Active,F,1000000,Debentures and Bonds
INE949L07469,AU Small Finance Bank Ltd,,954062,10ASF19,Active,F,1000000,Debentures and Bonds
INE916DA7LA1,Kotak Mahindra Prime Ltd,,954063,0KMPL17L,Delisted,F,1000000,Debentures and Bonds
INE916DA7LB9,Kotak Mahindra Prime Ltd,,954064,86201KMPL18,Delisted,F,1000000,Debentures and Bonds
INE916DA7LC7,Kotak Mahindra Prime Ltd,,954065,865KMPL18,Delisted,F,1000000,Debentures and Bonds
INE504L07108,Reliance Financial Ltd,,954066,RFL24MAY16,Delisted,F,100000,Debentures and Bonds
INE504L07090,Reliance Financial Ltd,,954067,RFL24MAY16A,Suspended,F,100000,Debentures and Bonds
INE248U07012,IIFL Wealth Finance Ltd,,954068,107IIFL17A,Delisted,F,100000,Debentures and Bonds
INE248U07020,IIFL Wealth Finance Ltd,,954069,1426IIFL17B,Delisted,F,100000,Debentures and Bonds
INE248U07038,IIFL Wealth Finance Ltd,,954070,1434IIFL17C,Delisted,F,100000,Debentures and Bonds
INE248U07046,IIFL Wealth Finance Ltd,,954071,1457IIFL17D,Delisted,F,100000,Debentures and Bonds
INE248U07053,IIFL Wealth Finance Ltd,,954072,323IIFL19E,Active,F,100000,Debentures and Bonds
INE248U07061,IIFL Wealth Finance Ltd,,954073,50IIFL19F,Active,F,100000,Debentures and Bonds
INE248U07095,IIFL Wealth Finance Ltd,,954074,107IIFL17G,Delisted,F,100000,Debentures and Bonds
INE248U07103,IIFL Wealth Finance Ltd,,954075,1426IIFL17H,Delisted,F,100000,Debentures and Bonds
INE950O08089,Mahindra Rural Housing Finance Ltd,,954076,910MRHFL26C,Active,F,1000000,Debentures and Bonds
INE248U07111,IIFL Wealth Finance Ltd,,954077,323IIFL19I,Active,F,100000,Debentures and Bonds
INE248U07129,IIFL Wealth Finance Ltd,,954078,50IIFL19J,Active,F,100000,Debentures and Bonds
INE248U07079,IIFL Wealth Finance Ltd,,954079,1072IIFL17K,Delisted,F,100000,Debentures and Bonds
INE881J08441,SREI Equipment Finance Ltd,,954080,1075SEFL26,Active,F,1000000,Debentures and Bonds
INE248U07087,IIFL Wealth Finance Ltd,,954081,3230IIFL19L,Active,F,100000,Debentures and Bonds
INE881J08458,SREI Equipment Finance Ltd,,954082,1025SEFL26,Active,F,1000000,Debentures and Bonds
INE804I07V90,ECL Finance Ltd,,954083,ECLA8E601A,Delisted,F,100000,Debentures and Bonds
INE804I07W16,ECL Finance Ltd,,954084,ECLH7E601B,Delisted,F,100000,Debentures and Bonds
INE013A07Y84,Reliance Capital Ltd,,954085,RCL240516,Active,F,100000,Debentures and Bonds
INE013A07Y92,Reliance Capital Ltd,,954086,RCL240516A,Delisted,F,100000,Debentures and Bonds
INE015L07022,Edelweiss Asset Reconstruction Company Ltd,,954087,EARCE8E602A,Delisted,F,100000,Debentures and Bonds
INE013A07Z00,Reliance Capital Ltd,,954088,RCL240516B,Active,F,100000,Debentures and Bonds
INE013A07Z18,Reliance Capital Ltd,,954089,RCL24MAY16,Active,F,100000,Debentures and Bonds
INE836B08087,SATIN CREDITCARE NETWORK Ltd,,954090,13SCNL19,Active,F,5000,Debentures and Bonds
INE138A07496,Peninsula Land Ltd,,954091,1206PLL18A,Delisted,F,100000,Debentures and Bonds
INE138A07504,Peninsula Land Ltd,,954092,1237PLL18A,Delisted,F,100000,Debentures and Bonds
INE138A07512,Peninsula Land Ltd,,954093,1275PLL18A,Delisted,F,100000,Debentures and Bonds
INE138A07520,Peninsula Land Ltd,,954094,13PLL19A,Active,F,100000,Debentures and Bonds
INE015L07030,Edelweiss Asset Reconstruction Company Ltd,,954095,EARCE8E603A,Delisted,F,100000,Debentures and Bonds
INE721A07KG6,Shriram Transport Finance Co Ltd,,954096,905STFCL23,Active,F,1000000,Debentures and Bonds
INE013A07Z67,Reliance Capital Ltd,,954097,RCL260516,Delisted,F,100000,Debentures and Bonds
INE931S07074,Adani Transmission Ltd,,954098,985ATL19,Active,F,1000000,Debentures and Bonds
INE931S07082,Adani Transmission Ltd,,954099,985ATL19A,Active,F,1000000,Debentures and Bonds
INE931S07090,Adani Transmission Ltd,,954100,985ATL19B,Active,F,1000000,Debentures and Bonds
INE931S07108,Adani Transmission Ltd,,954101,985ATL19C,Active,F,1000000,Debentures and Bonds
INE931S07116,Adani Transmission Ltd,,954102,985ATL20,Active,F,1000000,Debentures and Bonds
INE029T08032,Metropolitan Lifespace Real Estate Developers Pvt Ltd,,954103,0MLREDPL22,Active,F,100000,Debentures and Bonds
INE651J07218,JM Financial Credit Solutions Ltd,,954104,95JMFCSL21B,Active,F,1000000,Debentures and Bonds
INE988P07021,ORB Energy Pvt Ltd,,954105,1561ORBE19,Delisted,F,500,Debentures and Bonds
INE013A07Z83,Reliance Capital Ltd,,954106,RCL300516,Active,F,100000,Debentures and Bonds
INE975F07EY3,Kotak Mahindra Investments Ltd,,954107,0KMIL17D,Delisted,F,1000000,Debentures and Bonds
INE975F07EZ0,Kotak Mahindra Investments Ltd,,954108,86394KMIL17,Delisted,F,1000000,Debentures and Bonds
INE146O07219,Hinduja Leyland Finance Ltd,,954109,1025HLFL19,Active,F,1000000,Debentures and Bonds
INE918K07EW7,Edelweiss Finvest Pvt. Ltd,,954110,E8E605AEFPL,Delisted,F,100000,Debentures and Bonds
INE155A08282,Tata Motors Ltd,,954111,840TML21,Active,F,1000000,Debentures and Bonds
INE742F07346,Adani Ports and Special Economic Zone Ltd,,954112,935APSEZ23,Active,F,1000000,Debentures and Bonds
INE742F07353,Adani Ports and Special Economic Zone Ltd,,954113,935APSEZ26,Active,F,1000000,Debentures and Bonds
INE139R07118,Fusion Microfinance Pvt Ltd,,954114,1415FMPL22,Active,F,1000000,Debentures and Bonds
INE691I07DB0,L&T Infrastructure Finance Company Ltd,,954115,87LTIFCL19A,Active,F,2500000,Debentures and Bonds
INE148I07ET1,INDIABULLS HOUSING FINANCE Ltd,,954116,0IBHFL19A,Active,F,1000000,Debentures and Bonds
INE148I07EU9,INDIABULLS HOUSING FINANCE Ltd,,954117,9IBHFL21A,Active,F,1000000,Debentures and Bonds
INE931S07124,Adani Transmission Ltd,,954118,985ATL19D,Active,F,1000000,Debentures and Bonds
INE931S07132,Adani Transmission Ltd,,954119,985ATL20A,Active,F,1000000,Debentures and Bonds
INE756I07928,HDB FINANCIAL SERVICES Ltd,,954120,869HDBFS19,Active,F,1000000,Debentures and Bonds
INE013A07Z91,Reliance Capital Ltd,,954121,RCL010616,Delisted,F,100000,Debentures and Bonds
INE804I07W65,ECL Finance Ltd,,954122,ECLD9E602A,Active,F,100000,Debentures and Bonds
INE015L07048,Edelweiss Asset Reconstruction Company Ltd,,954123,EARCE8E604A,Active,F,100000,Debentures and Bonds
INE015L07055,Edelweiss Asset Reconstruction Company Ltd,,954124,EARCE8E604B,Active,F,100000,Debentures and Bonds
INE504L07132,Reliance Financial Ltd,,954125,RFL020616,Delisted,F,100000,Debentures and Bonds
INE804I07W73,ECL Finance Ltd,,954126,ECLD9E602C,Delisted,F,100000,Debentures and Bonds
INE015L07063,Edelweiss Asset Reconstruction Company Ltd,,954127,EARCE8E604C,Delisted,F,100000,Debentures and Bonds
INE217K07794,Reliance Home Finance Ltd,,954128,RHFL30MAY16,Delisted,F,500000,Debentures and Bonds
INE148I07EX3,INDIABULLS HOUSING FINANCE Ltd,,954129,9IBHFL17,Delisted,F,1000000,Debentures and Bonds
INE148I07EV7,INDIABULLS HOUSING FINANCE Ltd,,954130,9IBHFL21B,Active,F,1000000,Debentures and Bonds
INE148I07EW5,INDIABULLS HOUSING FINANCE Ltd,,954131,9IBHFL26A,Active,F,1000000,Debentures and Bonds
INE013A077A8,Reliance Capital Ltd,,954132,875RCL21,Active,F,1000000,Debentures and Bonds
INE015L07071,Edelweiss Asset Reconstruction Company Ltd,,954133,EARCF8F601A,Delisted,F,100000,Debentures and Bonds
INE015L07089,Edelweiss Asset Reconstruction Company Ltd,,954134,EARCE9F601A,Active,F,100000,Debentures and Bonds
INE522D07909,Manappuram Finance Ltd,,954135,1050MFL19,Active,F,1000000,Debentures and Bonds
INE522D07917,Manappuram Finance Ltd,,954136,1050MFL19A,Active,F,1000000,Debentures and Bonds
INE918K07EX5,Edelweiss Finvest Pvt. Ltd,,954137,EFPLE8F604A,Delisted,F,100000,Debentures and Bonds
INE121H07AV4,IL&FS Financial Services Ltd,,954138,875ILFSFS18,Active,F,1000,Debentures and Bonds
INE121H07AW2,IL&FS Financial Services Ltd,,954139,875ILFSL19,Active,F,1000,Debentures and Bonds
INE013A072A6,Reliance Capital Ltd,,954140,875RCL19B,Active,F,1000000,Debentures and Bonds
INE121H07AX0,IL&FS Financial Services Ltd,,954141,875ILFSFS21,Active,F,1000,Debentures and Bonds
INE804I07X49,ECL Finance Ltd,,954142,960ECL26C,Active,F,1000000,Debentures and Bonds
INE804I07W32,ECL Finance Ltd,,954143,ECLE8E601A,Delisted,F,100000,Debentures and Bonds
INE804I07W40,ECL Finance Ltd,,954144,ECLE8E601B,Delisted,F,100000,Debentures and Bonds
INE804I07W57,ECL Finance Ltd,,954145,ECLE8E601C,Delisted,F,100000,Debentures and Bonds
INE804I07W81,ECL Finance Ltd,,954146,ECLE8E601F,Delisted,F,100000,Debentures and Bonds
INE804I07W99,ECL Finance Ltd,,954147,ECLE8E601G,Delisted,F,100000,Debentures and Bonds
INE053T07026,ONGC Mangalore Petrochemicals Ltd,,954148,812ONGCMP19,Active,F,1000000,Debentures and Bonds
INE774D07OV0,Mahindra & Mahindra Financial Services Ltd,,954149,85990MMFS19,Active,F,1000000,Debentures and Bonds
INE774D07OW8,Mahindra & Mahindra Financial Services Ltd,,954150,85127MMFS17,Delisted,F,1000000,Debentures and Bonds
INE013A075A9,Reliance Capital Ltd,,954151,875RCL21D,Active,F,1000000,Debentures and Bonds
INE950O07024,Mahindra Rural Housing Finance Ltd,,954152,890MRHFL21,Active,F,1000000,Debentures and Bonds
INE013A076A7,Reliance Capital Ltd,,954153,875RCL23E,Active,F,1000000,Debentures and Bonds
INE804I07X07,ECL Finance Ltd,,954154,ECLE7F601A,Delisted,F,100000,Debentures and Bonds
INE756I07936,HDB FINANCIAL SERVICES Ltd,,954155,0HDB17,Delisted,F,1000000,Debentures and Bonds
INE756I07944,HDB FINANCIAL SERVICES Ltd,,954156,86580HDB20,Active,F,1000000,Debentures and Bonds
INE756I07951,HDB FINANCIAL SERVICES Ltd,,954157,86530HDB19,Active,F,1000000,Debentures and Bonds
INE616U07028,Edelweiss Agri Value Chain Ltd,,954158,982EAVCL19,Suspended,F,1000000,Debentures and Bonds
INE616U07010,Edelweiss Agri Value Chain Ltd,,954159,982EAVCL19A,Suspended,F,1000000,Debentures and Bonds
INE504L07140,Reliance Financial Ltd,,954160,RFL8JUN16,Delisted,F,100000,Debentures and Bonds
INE248U07137,IIFL Wealth Finance Ltd,,954161,1424IIFLW17,Delisted,F,100000,Debentures and Bonds
INE248U07145,IIFL Wealth Finance Ltd,,954162,1070IIFLW17,Delisted,F,100000,Debentures and Bonds
INE248U07160,IIFL Wealth Finance Ltd,,954163,3230IIFLW19,Active,F,100000,Debentures and Bonds
INE248U07152,IIFL Wealth Finance Ltd,,954164,1426IIFLW17,Delisted,F,100000,Debentures and Bonds
INE248U07178,IIFL Wealth Finance Ltd,,954165,50IIFLW19,Active,F,100000,Debentures and Bonds
INE836B07220,SATIN CREDITCARE NETWORK Ltd,,954166,1325SCNL25,Active,F,1000000,Debentures and Bonds
INE975F07FC6,Kotak Mahindra Investments Ltd,,954167,KMIL20JUN16,Delisted,F,1000000,Debentures and Bonds
INE071G08791,ICICI HOME FINANCE COMPANY Ltd,,954168,0ICICIHF18,Delisted,F,500000,Debentures and Bonds
INE071G08809,ICICI HOME FINANCE COMPANY Ltd,,954169,853ICICIH18,Delisted,F,500000,Debentures and Bonds
INE071G08817,ICICI HOME FINANCE COMPANY Ltd,,954170,853ICICIH20,Active,F,500000,Debentures and Bonds
INE511C08944,Magma Fincorp  Ltd,,954171,1210MFLA,Active,F,500000,Debentures and Bonds
INE015L07113,Edelweiss Asset Reconstruction Company Ltd,,954172,0EARCL19,Active,F,1000000,Debentures and Bonds
INE411R08010,Jain Sons Finlease Ltd,,954173,1286JSFL21,Active,F,100000,Debentures and Bonds
INE804I07Y63,ECL Finance Ltd,,954174,ECLB8F601A,Delisted,F,100000,Debentures and Bonds
INE235P07373,L&T Infra Debt Fund Ltd,,954175,87LTIDF21G,Active,F,2500000,Debentures and Bonds
INE235P07399,L&T Infra Debt Fund Ltd,,954176,875LTIDF26,Active,F,2500000,Debentures and Bonds
INE015L07147,Edelweiss Asset Reconstruction Company Ltd,,954177,1075EARC19,Active,F,1000000,Debentures and Bonds
INE651J07226,JM Financial Credit Solutions Ltd,,954178,0JMFCSL19D,Active,F,1000000,Debentures and Bonds
INE013A073A4,Reliance Capital Ltd,,954179,RCL08JUN16,Delisted,F,100000,Debentures and Bonds
INE651J07234,JM Financial Credit Solutions Ltd,,954180,0JMFCSL19E,Active,F,1000000,Debentures and Bonds
INE651J07242,JM Financial Credit Solutions Ltd,,954181,0JMFCSL19F,Active,F,1000000,Debentures and Bonds
INE013A074A2,Reliance Capital Ltd,,954182,RCL08JUN16F,Delisted,F,100000,Debentures and Bonds
INE804I08692,ECL Finance Ltd,,954183,1015ECL26,Active,F,1000000,Debentures and Bonds
INE975F07FA0,Kotak Mahindra Investments Ltd,,954184,86654KMIL17,Delisted,F,1000000,Debentures and Bonds
INE001A07PC1,Housing Development Finance CorpLt,,954185,846HDFC26,Suspended,F,10000000,Debentures and Bonds
